A,B,C
23,0.9190855085242879,75
74,0.9726963586794093,16
78,0.44571850108448907,55
69,0.38763516445325474,25
84,0.38307442755503507,49
31,0.7564258097240478,87
86,0.9895799446715834,57
38,0.6081042173779223,10
76,0.5813957091227518,23
56,0.785134113803457,78
69,0.6447218423862613,24
15,0.3800451677820993,18
86,0.44537271696824154,66
33,0.1524806719860231,76
73,0.027944803979460087,35
10,0.08413005632931758,46
81,0.07572180131611672,54
27,0.6484541604926372,59
34,0.30302365848066726,83
21,0.4530725513198498,98
90,0.4841769404062133,27
98,0.6070698642847036,26
72,0.6417105270090547,5
7,0.6674546657258226,41
37,0.23460306119094676,39
79,0.8034335669324008,85
31,0.04911599954970125,61
89,0.688549294555995,96
21,0.7156101851655576,30
30,0.18976473798435256,69
87,0.6592948558469031,7
11,0.6317931629638537,75
98,0.5192349128896454,98
3,0.6554561640815111,93
20,0.4275060196906798,28
67,0.1271442623601513,52
76,0.025078282492755455,10
84,0.3771779190197526,32
86,0.027295789477445265,40
60,0.9048524498840826,18
54,0.8892498574700158,15
67,0.7471297053369086,15
92,0.8276881838661991,42
66,0.08869156125399369,69
3,0.13141217513090953,32
20,0.29002598588850437,55
93,0.5281265610582742,18
24,0.7014025425364037,2
75,0.9889511416031777,49
32,0.33108127759461914,23
51,0.13280844555054894,62
20,0.19033719073934985,75
43,0.5525503284820645,87
97,0.17991759966731147,91
29,0.9176442160020932,36
65,0.8522905812061604,16
94,0.6863795390190957,88
49,0.366941147381867,68
5,0.7244668791757312,42
32,0.5124681142188755,60
14,0.885979567563748,75
65,0.3575773937559882,31
50,0.7191270181230865,29
47,0.9757062431868073,22
59,0.01309666269323817,98
82,0.4140480780398762,46
88,0.7937027351008391,82
92,0.8660137046082758,58
72,0.5321272408579689,99
82,0.469862474097009,80
88,0.3302493152410928,86
68,0.38311002653681836,44
62,0.3846997497727205,47
34,0.156339781459236,41
3,0.04447209153746734,52
88,0.5132516943310481,94
91,0.986155291022553,40
16,0.7413448384813214,71
21,0.41463248987471724,65
10,0.6650126633457408,46
88,0.9348687146483191,20
56,0.007041454840998496,94
15,0.5713161163463039,34
60,0.13378249938235298,51
6,0.5604245926791648,71
28,0.6929537178654722,33
74,0.4252601061535459,11
86,0.920048958646747,30
39,0.35504012322267864,47
87,0.7093305764596171,76
11,0.1200317081612704,35
37,0.8532479701692246,90
82,0.22605700542172968,66
20,0.5375622781005246,14
60,0.3194984381709537,25
88,0.2692415291296636,49
89,0.47873837270294994,65
34,0.22456353496928294,56
58,0.773237112528561,37
26,0.494639260018752,94
96,0.646451470278012,82
72,0.2785963378346944,33
98,0.1947906189865508,16
77,0.08898733968871564,40
12,0.5432938832956029,64
30,0.8620630476232335,68
53,0.34469901697074434,30
98,0.5347380325232706,67
26,0.6328921591651475,26
63,0.10503664727515982,42
72,0.6851962781252924,33
62,0.8923977245791632,24
63,0.8381197879350134,8
5,0.7615360202268947,39
3,0.30364841548662014,43
19,0.919955594882498,38
83,0.877720834793005,33
12,0.3776485087646021,26
18,0.7594710820150079,3
90,0.28605386998674154,98
92,0.28378381985087964,37
14,0.2306818239000431,60
86,0.12534320112337505,81
89,0.433803538162022,98
57,0.6967672894164392,78
35,0.542843214249973,93
66,0.43888486705430707,86
80,0.45476117598180354,91
74,0.953290218307235,19
77,0.5708163025463316,3
78,0.8775713735325652,3
73,0.19272937123198086,83
72,0.5239906708559051,71
67,0.9203979525132197,6
53,0.2399595047658417,57
93,0.29225276148487633,77
78,0.06712725586234358,53
93,0.7147734013346058,6
44,0.45970437706614575,88
51,0.8632390539048992,23
87,0.7346728962626978,58
35,0.7547486952335604,49
44,0.4011402369807543,61
42,0.5949615272087515,19
28,0.34486056235349005,1
2,0.28326435597217403,36
69,0.7016504212498546,35
26,0.5808313240989439,49
28,0.519421124133327,84
22,0.30606241354504193,36
53,0.2626494382727459,76
27,0.06820526992463916,60
28,0.421146050648436,68
89,0.8747900735493227,93
95,0.8396942413872642,30
14,0.1285399653087521,78
93,0.3774994006215081,71
57,0.4203449094633006,65
74,0.39868303193804056,98
81,0.721608557222237,33
38,0.47816700209462615,72
46,0.4383194272290619,43
41,0.22064866191435561,2
55,0.38902229644412234,35
51,0.3710335680584076,66
22,0.9701101040996452,93
3,0.9239163745784013,51
76,0.6091153328466163,40
13,0.04782430641602631,55
29,0.7453482906808231,35
27,0.5093354396399716,96
28,0.6290307771759975,72
73,0.9274080117743484,92
83,0.19775582039512363,69
93,0.4570891803239422,63
74,0.696374778736173,52
42,0.4320450423639657,1
94,0.8294033692002014,17
65,0.9555337750760909,25
81,0.8634067181988234,30
23,0.33459589202078455,62
53,0.6170136221058158,79
25,0.7810665730897807,85
71,0.49521337519922426,82
56,0.44720677737640224,83
4,0.18631389948106847,15
43,0.7015965795272786,97
72,0.46380428850870936,5
19,0.9291424587646907,23
6,0.9254313963516463,3
18,0.46547186484844183,2
98,0.5947805516060202,63
20,0.013587718472177657,54
95,0.822547278130359,46
68,0.5558165933570752,74
21,0.9726855411534275,87
25,0.5503767371774239,69
1,0.07890643317098467,38
38,0.6946777487351932,31
85,0.09853795886077965,52
33,0.52708650541607,62
14,0.043444442266240224,34
70,0.19355013753141992,38
97,0.8777696294432502,67
24,0.9283875883045178,50
16,0.5467848620292197,86
4,0.9388283339688498,33
18,0.01267793492099567,81
55,0.5844113227888829,96
33,0.529938735999374,19
97,0.1368512326086031,29
44,0.3682140625056173,99
23,0.03184922344778951,52
52,0.6334820503413988,28
90,0.26231811742156064,4
33,0.6517480154982818,43
39,0.3568487460453251,79
1,0.8613224367137899,69
74,0.8392109479667414,97
94,0.43773365386312635,90
83,0.4905722946257408,83
98,0.8436928928363903,77
6,0.5719759696891064,49
72,0.6806793173350141,51
24,0.5895933928306283,37
39,0.571334998690583,49
84,0.9121505356704417,49
81,0.07835681026499841,54
2,0.8968119149456353,96
96,0.0056832260165139425,17
21,0.659407747969417,77
68,0.8455170977411068,90
3,0.1189420160683532,40
60,0.7381842480710942,23
42,0.23607051640970222,88
13,0.19098021824852407,58
40,0.23896143458017804,50
48,0.09128061019145761,26
69,0.7146269188020813,73
46,0.5439879002515797,83
85,0.5620637691083122,86
44,0.9847272346684707,33
2,0.7874057543549192,23
48,0.6698482880272622,76
56,0.854659714614279,2
68,0.6539265243511735,19
92,0.29976882221419954,45
31,0.9962618641131843,22
35,0.3381981587899593,3
57,0.9928457104248186,80
26,0.6220175766182443,86
55,0.30908149451823663,50
11,0.35383523020064167,78
33,0.011234605104735729,76
39,0.6821556257252905,91
46,0.7831925946059344,61
33,0.04972074838759555,39
45,0.9299446425028838,42
49,0.144077740466657,55
8,0.17871209260062326,36
62,0.06853984056072726,37
89,0.8503665369488358,5
85,0.3173288677553733,86
88,0.18652064865967566,49
75,0.7883172272457264,88
97,0.7716835938178106,81
25,0.6092418029000863,27
16,0.8651884680246603,99
2,0.4159268489679109,68
93,0.049943846226906286,57
47,0.8361858826839064,29
98,0.1058906787570223,86
34,0.35590010499146796,38
95,0.054974297855788445,21
35,0.8418352947408526,75
46,0.18051772393527143,11
54,0.39627219177149975,15
54,0.7826649293129466,62
8,0.24297485131785368,87
58,0.9076562884115769,91
12,0.5276704852175021,63
55,0.8861838098615055,14
96,0.668366579551654,45
61,0.21453464303423886,66
92,0.9708452346285206,71
25,0.6216829755824537,78
5,0.34472354995347376,72
49,0.2523504263226166,77
70,0.006304343171489646,34
11,0.5279169317730615,98
54,0.25604910134196035,2
6,0.4395797009092137,63
86,0.05004251989923647,59
64,0.5094405095155978,92
26,0.6028051825471311,13
66,0.0948715735222132,67
13,0.1217485009863305,52
77,0.13085577450952235,66
31,0.05691347323029061,87
61,0.7094405727874793,19
55,0.4531977076073723,16
85,0.4352040161116095,2
13,0.15428982168434846,82
88,0.5951921040450096,20
18,0.3029372596290487,12
80,0.748647768770777,17
8,0.9029434746480692,42
39,0.3982281718187307,47
69,0.6786960931274114,64
19,0.24914625901829945,30
63,0.9561104605098666,82
31,0.7658975902548055,78
10,0.39468113476080446,70
29,0.18255646435157025,61
17,0.8580711430203999,76
40,0.5357608062672566,91
72,0.041603161945502176,75
16,0.11224647848893132,63
76,0.8561547333679573,35
80,0.240066273323561,19
49,0.8003439320168013,2
88,0.20372077422951307,69
39,0.2868871901237209,1
27,0.3874732304322741,16
27,0.9153572987440827,55
1,0.5541432933171558,10
50,0.826840989185679,31
3,0.9835617422958749,15
69,0.8939806540512913,5
26,0.33433403177094567,70
2,0.21401810033543878,29
31,0.3257135341279167,77
54,0.5353390566284643,25
10,0.6234378151270894,34
91,0.826774785075843,94
74,0.10816499996268403,87
60,0.197769223076267,47
5,0.09707991651257519,26
64,0.9303415064667103,66
18,0.46325811276935824,89
35,0.9025494227022843,40
35,0.6692649139517586,37
88,0.4163547579736424,24
60,0.2817670021483748,24
52,0.6706869898108512,59
12,0.14323729606860425,68
98,0.9059862422335557,86
71,0.6988554474497739,30
72,0.6386900700386963,79
83,0.5040652930635997,76
17,0.30408920041695475,28
74,0.909980743439846,83
12,0.3097427069279046,53
8,0.24056944142291026,56
70,0.22682883736469905,52
72,0.011166776275823298,82
61,0.1967760472161132,10
7,0.1997821641052353,56
83,0.6478614765114377,40
74,0.8549407287252745,40
19,0.2805234132984734,99
70,0.2532081368619068,59
8,0.39775445506883655,41
13,0.7830988246318833,47
96,0.4808048262096968,8
88,0.12580243661059742,48
80,0.3739054564051677,36
65,0.28370228551757193,44
81,0.4086816223892733,54
59,0.027992945876864517,78
57,0.5479885356534508,21
47,0.41346263657617277,35
22,0.06616316522257204,25
18,0.751050374701758,40
61,0.9708119864782596,44
80,0.902156358745494,72
24,0.44746958087108757,79
50,0.16197715138391944,91
9,0.4798103726923172,59
73,0.5156025849944904,67
61,0.3472744127277221,95
88,0.8540190612374365,84
83,0.788811063606868,46
48,0.13221797201894747,42
59,0.4374590227950643,31
99,0.7594419240371799,83
63,0.4430961867954267,29
82,0.6025628478459326,1
27,0.797602112496264,84
73,0.2917193171436434,94
73,0.8596168815686396,89
86,0.8901752262626349,44
56,0.9692330757210724,31
92,0.24114380831670013,91
74,0.37978712008618687,40
40,0.9251689194640504,33
6,0.840684105462514,18
2,0.9565555901840663,48
47,0.3500401886206469,7
85,0.10707170120362464,85
35,0.995334880394147,52
76,0.8403020251671285,56
59,0.7535090602382211,7
13,0.4640022315521155,68
8,0.00025780347532977643,70
36,0.6628694777056151,23
90,0.6559324207566037,28
31,0.9835566567152693,83
30,0.7406467413948244,80
7,0.10016202817234499,68
40,0.8694228014868001,74
38,0.06764866020910099,22
74,0.9120816392280917,81
65,0.02355695390836232,45
19,0.5015553323592468,18
22,0.3833097426537323,86
32,0.5856049631326741,31
20,0.4080999133494607,62
98,0.9416902012864565,62
49,0.09116778944123893,88
49,0.8217418216994965,73
57,0.7314041229271447,32
71,0.6947900796186532,23
28,0.2770389062214428,9
59,0.44238617187056095,15
21,0.7671556950279822,16
44,0.2917350589457023,24
89,0.45791626573036315,29
56,0.5415959717908625,85
93,0.7021075739983075,32
46,0.7626876172865752,16
10,0.0824296738186564,68
19,0.9921397251927064,26
54,0.0017785599802534469,32
66,0.8338701574909949,19
74,0.759996718701962,57
99,0.7726345528103524,34
76,0.5398891964217201,72
56,0.5056266655283878,18
4,0.8709626091770641,60
38,0.033162177371760304,20
43,0.4639882245389414,57
27,0.22075868340032523,56
30,0.7218394655140609,91
69,0.34787244958275165,6
22,0.4801660945543834,31
93,0.46274827756630055,73
92,0.5483526368299322,58
28,0.018393715875748784,81
65,0.35467536636482455,85
18,0.8624822366732653,76
46,0.5216725254932774,20
20,0.5031269276047615,90
17,0.5119569498686488,50
47,0.48140672514846017,22
77,0.7026640308768558,30
20,0.8617627360843612,63
29,0.3245733744376613,6
30,0.9947588873861666,7
30,0.6181331852038106,13
87,0.373822499654035,53
52,0.30243917699757494,58
72,0.8104613190212994,29
79,0.0279496624432235,50
65,0.867385086295803,82
85,0.393431699323484,67
82,0.3886636253195177,2
25,0.5538330264123965,9
16,0.8846291895335425,29
44,0.1717514217053745,92
9,0.589595806612313,31
99,0.05253437689838181,46
81,0.11308386086945432,70
34,0.3793793738190431,89
46,0.6001330246470084,14
53,0.05137072970766776,17
67,0.5782714447481806,48
63,0.055844693598097295,51
73,0.7648949196874039,53
9,0.17805803091344907,97
80,0.14570982472424976,53
55,0.41343230273461706,37
34,0.30747223268995205,58
9,0.5889546900550696,73
91,0.639909087942181,89
4,0.8698586397921517,20
14,0.7776834698958002,98
4,0.10195158135945193,48
83,0.26248588641446313,27
21,0.38122085365742386,55
28,0.5414645146051548,17
7,0.5877726336165344,67
89,0.793259183665707,75
7,0.16045442917341124,97
76,0.9492571366507533,66
67,0.4865729591134961,66
30,0.9548400102869917,1
68,0.5775194586226433,41
61,0.4910080879088423,37
75,0.6753219074380407,77
58,0.7526629969270863,47
38,0.19885239922048537,61
3,0.24975390660309693,12
66,0.18718635619122614,96
59,0.2662046469081357,92
38,0.9304233244085167,22
46,0.5301642265193377,12
45,0.6309443875029586,17
73,0.21751972079868576,66
76,0.510351498929343,32
65,0.8166382967303882,41
46,0.3794013427207973,95
57,0.6819231740148253,58
55,0.3462639124174749,67
49,0.6562788581888007,63
18,0.8291873179114844,56
91,0.06927899999293186,95
51,0.6281607686338384,57
11,0.7324711108924892,25
82,0.6048944913747645,51
66,0.8750106517202263,65
22,0.616968767149775,59
46,0.24789597732261104,37
75,0.5935799266172469,13
52,0.07557221975136907,17
51,0.4926233829021308,71
5,0.5684598925567192,9
23,0.8809803403680675,65
57,0.5209211422424213,11
56,0.31039332215236926,16
95,0.44336540455523255,51
32,0.3930089008434441,52
13,0.09954115777943273,41
28,0.24367897861725685,6
58,0.950572007378949,75
31,0.13417898779359605,89
71,0.6559042247929051,61
35,0.9152713447857298,9
44,0.6065948100404114,64
32,0.08906835393058032,94
52,0.23981368464957875,92
10,0.6299462924059442,9
2,0.5663993112563364,91
15,0.015957756316438698,45
93,0.4639651899467192,97
25,0.16855338464200664,73
11,0.9194927830336094,50
51,0.9247057432143064,81
73,0.9125458411765867,32
29,0.5912509347834666,51
6,0.21102973216086096,94
50,0.5070176061918559,78
67,0.6795913391626061,58
35,0.8909268120475017,83
37,0.22761546653898235,40
18,0.4357514535983894,56
26,0.8129235437810303,35
53,0.21236644014353723,5
74,0.2886579185757465,25
31,0.38978275532969886,14
85,0.5285185229344128,67
45,0.21363298295867106,21
37,0.2135638350211424,75
2,0.3413368816202087,59
92,0.4068237580394187,93
32,0.2448533926891192,38
76,0.2787705418202676,44
10,0.3276949298978312,12
29,0.5748116790330234,23
50,0.47204173359914947,26
83,0.24958886275875636,8
22,0.22633316833493533,89
55,0.2899922405228673,20
27,0.01900129757561364,34
67,0.2896910638300515,86
15,0.445567581638871,12
52,0.8245261959438748,62
25,0.7427885397075981,46
99,0.010949722297792897,57
97,0.2995708040571734,11
48,0.7357844791272434,11
85,0.8839728405081458,73
22,0.18622171446965385,94
55,0.40946512924701295,90
39,0.4865074203363011,23
81,0.322071990684337,92
10,0.39720330740539933,67
78,0.32077510147099786,54
98,0.7923079759942748,2
79,0.7174933510971871,63
82,0.20322186392383446,62
65,0.7326184149667896,90
57,0.9519747500652223,31
87,0.9344330770543158,65
6,0.165705703910489,54
52,0.7640950879708918,11
56,0.6894151072967705,52
67,0.21554579242086658,3
79,0.060450493964204544,3
97,0.18335720952853551,53
89,0.201529349003983,42
3,0.2523020419460099,77
9,0.09934474334748722,26
35,0.6874707585235488,4
42,0.7465715685936513,69
8,0.6168049037950807,45
4,0.6825298747758736,11
19,0.670719973844102,67
92,0.15753626334443516,79
2,0.2193076503917234,45
10,0.2441368775723306,12
4,0.3871658982021754,15
13,0.7777135637078503,17
25,0.24107220424564502,77
38,0.18795463512497368,6
26,0.004615224192163203,60
49,0.2806936555892714,51
25,0.6284790140536732,2
12,0.13194747861491374,73
87,0.3164178603350227,92
91,0.02225771555660727,51
64,0.25448064166320583,77
62,0.8391935709951902,54
92,0.19874040561345185,63
44,0.07208328420544785,66
59,0.09981576212770527,22
16,0.7658256031108723,83
5,0.07628232907427723,38
80,0.2738149750805092,44
15,0.997157322812857,91
37,0.3751216133601244,58
62,0.35451068605365765,51
59,0.09890859160237098,60
4,0.2581688970881456,67
71,0.9871773203342384,68
88,0.8644864580964938,59
21,0.2826274820608682,79
47,0.8603387029472942,11
63,0.8575393245211284,95
22,0.19930529848160572,43
17,0.18664980537641962,42
1,0.8330537627931313,71
17,0.9707691650851203,56
33,0.05387241615248484,50
88,0.7314334958764808,56
24,0.006918406322282911,59
69,0.4768717600485711,12
70,0.3635774488533541,31
43,0.8862561201844584,80
51,0.4733432368279379,75
56,0.5907254800108609,38
15,0.9413763129292435,93
44,0.486022190139048,95
31,0.07488337254190247,63
3,0.17997048509306324,43
9,0.8378134866979193,34
89,0.5531639654469305,80
83,0.20997292704379256,42
9,0.7934077835191969,10
12,0.9979582370174012,48
90,0.2865895089981316,7
59,0.45160094551196794,37
31,0.858477951541399,95
23,0.39047931979676964,59
45,0.6482136548481914,88
65,0.3177499823971389,43
37,0.10299101555567425,88
52,0.8314196859538708,36
72,0.26098578723463606,67
43,0.6583531891605835,70
54,0.6896084647324437,98
74,0.546851350803502,11
72,0.8401324110249754,26
92,0.9626108803054463,4
20,0.47213889452699964,28
48,0.9240669243974032,69
57,0.45217286558675474,15
5,0.051662048292866025,49
17,0.3676033038128822,61
52,0.949982357178932,86
70,0.7681350699571629,79
90,0.273374218129651,29
35,0.22203665133353812,92
8,0.9272690719117709,51
97,0.662197767689862,6
53,0.9291067587297789,60
34,0.7983986376696149,70
2,0.018158644852388717,70
52,0.6750488869905187,76
74,0.21742728570662662,69
75,0.6185852606186512,73
53,0.5310121562186292,79
30,0.23630609047179596,16
51,0.9224863444378796,65
43,0.027385428380296117,89
9,0.6284662612966826,89
98,0.4393434967556292,79
53,0.9059554992645117,41
29,0.7500434334755387,29
1,0.285796702044809,58
40,0.5894374128204328,58
3,0.4892228757445457,28
44,0.5985989570132235,27
38,0.29792025798854327,69
52,0.550520200518787,9
6,0.7925572184871724,64
48,0.47329001734970455,38
12,0.37495588202668095,58
26,0.800976950200717,25
99,0.1541167674312418,61
97,0.6642211103969425,33
84,0.7747900652878116,47
20,0.8970894806517609,89
82,0.340257990212815,75
16,0.612126285328535,8
9,0.1983712158206199,52
88,0.1483399539872846,85
61,0.696442684187457,4
27,0.6041946951704914,50
49,0.4278259791142709,84
67,0.05537324502913166,34
62,0.13590043118142037,2
15,0.8473411447581379,57
66,0.9567730558189607,87
93,0.8880311826951746,28
78,0.37125140051989947,23
75,0.6454058518857622,78
18,0.7448967443002115,48
96,0.9965405713520825,54
14,0.7000950017135943,34
31,0.4331146843000282,49
82,0.5232860702199558,28
54,0.1203824716733799,91
73,0.6087653934708004,86
57,0.9244695692995739,59
65,0.009380800246195253,95
43,0.6466084820708643,99
64,0.24509426717937766,35
14,0.9962891877225989,81
97,0.4943756911249201,48
88,0.7169851417698381,22
1,0.28830712330896113,96
49,0.3359568112524758,47
4,0.4490433071866744,76
26,0.3950178744450009,39
62,0.21305534757975197,22
9,0.6652140138608801,32
83,0.4829493376443673,2
8,0.007079467134486039,16
28,0.226076806557982,17
81,0.4488016421028812,10
99,0.8248769698101949,23
57,0.6623899052954348,96
37,0.7175505496763244,95
64,0.8387960187184194,35
32,0.44020007334133127,90
58,0.5022130028670205,72
43,0.0750863353810487,98
46,0.63518943266395,98
38,0.613627881351936,89
35,0.40912216289233694,75
58,0.6963684085963057,25
3,0.12209854194472147,74
20,0.19752271435947344,33
57,0.5057178339023815,68
67,0.8034719160242852,88
39,0.634304483292275,23
70,0.8417835758663792,42
11,0.5491362502051603,43
89,0.9179577873145613,96
29,0.540625649532108,76
19,0.21450483556543576,17
1,0.7457880919096656,51
77,0.6479044409681655,24
70,0.5049051880162957,58
96,0.8777668341714119,52
93,0.11084107689807221,16
32,0.6495723914812616,68
36,0.547937047214381,41
89,0.361345305972691,94
72,0.25489597192344715,56
56,0.3205155874952993,37
21,0.9823882329935862,99
93,0.2666893003817278,36
35,0.12565720637354583,6
27,0.9615991592607681,31
2,0.5022247589063454,61
64,0.19828547889520776,53
57,0.17022543459939232,37
27,0.9427615848645534,87
18,0.2880198026072721,94
70,0.20699087791955417,2
97,0.9989176872535557,38
54,0.6477097949676032,90
17,0.9180145258387072,46
33,0.4096920728468344,48
75,0.9657671840042594,88
73,0.5230271136420022,39
13,0.4975782009233578,94
34,0.21973577465619587,43
12,0.6666232280031276,75
41,0.5776855465585136,52
81,0.8746998220368752,56
20,0.6232899670299018,64
34,0.5598006886339961,52
50,0.19553236355986736,21
7,0.07839160222738206,33
61,0.29463518986896364,70
53,0.43479888940885003,64
68,0.47592276913760057,13
72,0.763122125507566,42
74,0.4555835135862415,57
83,0.4774818735807561,54
59,0.7423922461696895,30
54,0.07841750323324015,58
81,0.9469556036254682,92
37,0.8276515535543921,63
18,0.4734025050348074,67
35,0.5187774835747209,12
16,0.30426621892614536,28
25,0.3617587930591052,21
76,0.5788548425273359,7
45,0.6410804153037034,8
43,0.9584895971590223,18
86,0.5324965376770422,92
83,0.23989562989359958,22
83,0.029694850955509167,15
26,0.3384874696091221,59
79,0.04751743439000011,95
48,0.5325174061317609,98
13,0.33111228352830036,31
54,0.5074641220339919,40
11,0.2630439667064718,10
90,0.9462734214142414,72
98,0.6220476009636549,98
61,0.39372040876599457,88
24,0.1391816799907496,84
67,0.7731740669622363,21
1,0.8223092025648527,85
69,0.6593156138453977,77
41,0.5875960667968189,38
12,0.7742897108939799,12
66,0.5967331413035869,43
80,0.6920536928737593,5
29,0.06495282563124694,37
32,0.022091831415613106,61
35,0.8623467010775845,57
63,0.03282173036288394,83
47,0.8389872698607915,6
83,0.10383221335327464,14
25,0.3024936224972833,48
84,0.23969348718958938,84
73,0.3566519027650713,89
67,0.23927511331486118,41
52,0.03736162501536178,4
60,0.00024445037015174975,92
47,0.5965517609334653,28
47,0.7142492843686693,62
81,0.9334886861844377,59
65,0.8358044806026257,27
82,0.2781718108390344,81
55,0.7373443618091807,49
18,0.14918339962633043,65
70,0.6451208067253313,26
12,0.836791035971703,66
8,0.3589570544426728,67
96,0.7931529865755321,13
65,0.3357870884192118,20
8,0.43168048038158213,91
18,0.739912916490343,86
30,0.45851960159304606,99
54,0.35973059910379923,53
64,0.1680398186492249,41
49,0.7190137202015496,47
17,0.6570428438357683,4
18,0.8761636999323701,79
58,0.9727237233112129,56
12,0.37193766783199256,29
4,0.3502349103196718,5
35,0.25319863956543287,19
32,0.09735069946836972,70
55,0.8817519288224022,89
21,0.13087148795294867,83
31,0.6864365518616813,94
16,0.5608062914946046,69
97,0.5645490106386271,52
92,0.8821724929346292,1
7,0.5989308838010542,32
99,0.5110238185786518,61
72,0.4791453900730501,78
67,0.8473851613205806,79
25,0.6840719327278246,20
54,0.08911314005270432,65
33,0.1300171529836559,45
66,0.12277072963956981,15
36,0.07475172508820349,31
84,0.9027767299425535,31
19,0.4581062256577011,83
8,0.5356925019113821,10
28,0.9380552350680335,80
62,0.07377150799328869,9
44,0.623215255262845,38
77,0.7439863331921969,84
80,0.8164935419669049,53
38,0.40181030152573327,58
70,0.7575782747449221,2
77,0.32927484926829553,41
80,0.1941461122947813,8
96,0.7001921700806487,32
60,0.6737127187709339,24
95,0.6631676154524893,19
90,0.6681533422692518,83
45,0.10546766752766545,39
75,0.47513842544805496,61
9,0.16866320157644343,39
37,0.0482255903700346,77
41,0.038332830060270884,10
47,0.4683794577567767,62
70,0.0829766066831088,65
76,0.2667654103081266,56
20,0.1364641679885955,35
53,0.15400799470467352,12
83,0.015528725656856257,57
85,0.08027869141886967,82
56,0.39089899564012387,96
80,0.7994984333172293,10
19,0.33528231089867433,46
54,0.1396699074752411,17
86,0.30533097122981123,24
73,0.8588908826438647,18
52,0.727336093299793,31
56,0.03397500478714466,27
60,0.9284715375389758,56
33,0.7535248527114602,71
49,0.741552024584327,84
26,0.13832603242578145,70
22,0.5762423768864712,70
73,0.760700574231674,1
64,0.8997315743940781,60
37,0.24746944399943294,55
43,0.9851046482620969,56
88,0.7483928458492413,8
36,0.9427859866856858,45
9,0.06123798240421319,21
60,0.8547067730918501,12
76,0.6556180155519344,15
29,0.858862828722994,46
49,0.8238739069155974,87
78,0.9625390425225235,27
83,0.264153695661955,59
24,0.46423048674145195,12
55,0.07680305827119971,66
74,0.9712501900612482,16
22,0.7304149489440415,42
32,0.1249813820083353,69
27,0.7686945474367092,5
88,0.1366042401181563,91
39,0.8468751627349018,99
67,0.8167487844448622,73
21,0.7365586972926189,91
80,0.30649501500861653,37
70,0.3523601357796561,1
27,0.3929308785981168,42
75,0.6981274928760917,75
36,0.7802689222506045,51
50,0.5128798582205468,53
3,0.7485640506592436,71
96,0.3900790806970118,68
20,0.7076200092581769,70
33,0.6985070147581657,66
81,0.6343981324725221,46
62,0.9973302077965985,54
43,0.036023721854186674,73
61,0.09821892602930171,50
98,0.07833989432901034,89
86,0.22490663809694267,75
5,0.7106469173556211,64
89,0.5334262535746053,38
60,0.379127172027927,46
11,0.3403242392682737,32
92,0.30951897738811596,36
1,0.5324748124259386,8
94,0.47811368101148854,65
92,0.5557449081109856,87
79,0.13266168593258776,21
36,0.5603647865558089,79
69,0.6319030773128413,50
44,0.7625770821371614,25
65,0.12690984322174192,87
94,0.8086658900058001,68
56,0.03621507187344275,15
55,0.4415181293909367,78
43,0.13784428866596132,80
21,0.320447642828918,75
48,0.3770551071512215,23
91,0.5831778755039269,85
41,0.09754714311622492,70
9,0.1275881383947477,36
6,0.721318291563345,12
63,0.38303092628833113,36
77,0.9735723081903922,47
36,0.008104801457104571,73
47,0.5164255689175801,10
77,0.5023997351058858,75
11,0.6339549952166366,22
21,0.6642861069562396,91
4,0.8977013576260678,48
9,0.06121897183770941,28
60,0.9009111137443643,40
26,0.6296614562119215,15
7,0.8999274901641567,90
38,0.35866841039522956,97
52,0.1256778040526284,86
25,0.09324764681320297,7
68,0.0548657856629714,34
22,0.46037074605362327,6
47,0.18743599046538895,35
5,0.9205505647479174,30
63,0.46963370599495535,79
81,0.609632088344254,31
41,0.8864432073649807,75
81,0.3220902139545935,41
63,0.14830891326089246,79
35,0.05408090396049359,21
6,0.637933615349341,91
45,0.489284035081765,38
19,0.5910194504352014,19
99,0.04891593636132607,29
96,0.25626686612180394,2
13,0.1703713945281058,95
47,0.9173606357168381,91
64,0.5256239093528065,91
52,0.3484481546662933,69
28,0.5543912120639923,35
20,0.35800007284181334,22
69,0.46099445723138566,64
26,0.1707837764218585,47
19,0.7434015094550731,78
36,0.6705567974957153,93
70,0.5162990819053693,79
74,0.44058403995968887,56
82,0.11707827594158426,75
57,0.2143703682461907,99
92,0.818985381333927,64
98,0.3138881787517106,62
17,0.4069106801628837,65
19,0.8721248984056904,93
39,0.9457253663430025,80
75,0.6879977006770539,94
53,0.41896279591215546,21
66,0.7725767393554716,17
97,0.5190647036177203,15
36,0.5655169224135075,76
48,0.9427816416925417,63
4,0.8534845537301542,58
10,0.28506755857917454,29
79,0.27889046800043193,42
87,0.30309259153991697,9
22,0.9691306395200465,26
52,0.05084711372798423,86
4,0.34391818908671834,73
59,0.9010728505980475,89
17,0.4609963005040467,43
4,0.10197695103089421,77
22,0.1410098544352405,66
13,0.01171541965996492,40
9,0.07432997176232203,64
3,0.5444171645330831,97
70,0.19548396978563232,42
91,0.37894482944787933,36
19,0.2153955385950429,37
7,0.9691176242318342,28
95,0.6605250946390813,9
7,0.23097403559592755,18
98,0.5178435993637568,12
12,0.20722593983444415,34
53,0.9704969364994812,46
26,0.9297313011940243,97
61,0.6927694536911826,44
62,0.28191433515633024,75
61,0.0012846100654957393,17
3,0.9737212971506438,18
17,0.8191837601496356,43
